requirement_id,chapter,keyword_profile,text
CDS700-R044,CDS-700,MUST NOT+MUST,Sensitive or private information found in media MUST be handled under the organisation's security policy and MUST NOT be copied into product content by default.
CDS700-R045,CDS-700,MUST,"AI channel optimisation MUST operate on expected channel state (CDS-500), not rewrite canonical information to match a channel limitation."
CDS700-R046,CDS-700,MUST,Channel-specific generated text MUST be stored as a CH_ override or draft when it differs from canonical content (CDS-300).
CDS700-R047,CDS-700,MUST,Policy-sensitive marketplace attributes MUST be validated against current channel rules before publication.
CDS700-R048,CDS-700,MUST NOT,An AI suggestion MUST NOT be treated as evidence that a channel will accept or display the value.
CDS700-R049,CDS-700,MUST+MAY,AI MAY propose search synonyms; dictionary and search owners MUST approve terms that materially broaden or redirect meaning.
CDS700-R050,CDS-700,MUST NOT,AI MUST NOT expose every generated concept as a customer facet.
CDS700-R051,CDS-700,MUST,Merchandising suggestions MUST remain distinguishable from taxonomy classification.
CDS700-R052,CDS-700,MUST+SHOULD,Personalised or generated collection membership SHOULD be explainable by declared signals and MUST respect availability and exclusion rules.
CDS700-R053,CDS-700,MUST NOT,A confidence score MUST NOT be used as the sole acceptance criterion.
CDS700-R054,CDS-700,MUST,The workflow MUST support an explicit abstain or insufficient-evidence outcome.
CDS700-R055,CDS-700,SHOULD,Thresholds SHOULD be calibrated on representative reviewed examples for the specific task and field; for bounded A3 this calibration is mandatory (R011).
CDS700-R056,CDS-700,MUST,"An AI proposal MUST record the source references, model, workflow version, timestamp and validation results."
CDS700-R057,CDS-700,SHOULD,"Where feasible, extracted facts SHOULD include a source snippet, document region, image region or field reference."
CDS700-R058,CDS-700,MUST NOT,The implementation MUST NOT require or expose private model chain-of-thought as an audit mechanism.
CDS700-R059,CDS-700,SHOULD,"A human-readable decision summary SHOULD explain the evidence, mapping and policy outcome without revealing sensitive internal reasoning."
CDS700-R060,CDS-700,MUST,A reviewer MUST be able to see which fields will change before acceptance.
CDS700-R061,CDS-700,MUST,"Bulk approval MUST provide a summary of affected products, values, risks and validation exceptions."
CDS700-R062,CDS-700,SHOULD,"Human corrections SHOULD be captured as evaluation data, subject to privacy and governance policy."
CDS700-R063,CDS-700,SHOULD,An implementation SHOULD use deterministic logic whenever the same inputs should always produce one objectively correct result.
CDS700-R064,CDS-700,MUST NOT+MUST,"For each task the workflow registry (§33) marks as deterministic-eligible, the registry entry MUST either name the deterministic implementation used or record why no reliable deterministic rule exists. *(This replaces the untestable v0.1 rule ""AI MUST NOT be used to obscure a missing deterministic rule"" with an auditable mechanism.)*"
CDS700-R065,CDS-700,MUST,Guardrails MUST be evaluated after AI output and before canonical acceptance or publication.
CDS700-R066,CDS-700,MUST,A failed guardrail MUST produce a specific reason code rather than a generic AI error.
CDS700-R067,CDS-700,MUST NOT,A model instruction alone MUST NOT be treated as a sufficient guardrail for critical rules that can be enforced deterministically.
CDS700-R068,CDS-700,MUST NOT+MUST,"AI_ fields MUST represent proposals, provenance, confidence or workflow metadata; they MUST NOT replace the canonical field namespace."
CDS700-R069,CDS-700,MUST,"After acceptance, the value MUST be stored in its semantic canonical field (e.g. MF_material) while AI provenance remains linked in the audit record."
CDS700-R070,CDS-700,MUST,Every production AI result MUST identify the model and workflow version used.
CDS700-R071,CDS-700,SHOULD,"Prompt templates, tool permissions, retrieval sources, output schemas and thresholds SHOULD be versioned together as one deployable configuration."
CDS700-R072,CDS-700,MUST,A workflow change that may alter accepted outputs MUST pass evaluation (§24) before production rollout.
CDS700-R073,CDS-700,MUST,Historical proposals MUST remain associated with the configuration that generated them.
CDS700-R074,CDS-700,MUST,An AI workflow MUST be evaluated before bulk production use.
CDS700-R075,CDS-700,SHOULD,"The benchmark set SHOULD include diverse suppliers, categories, languages, missing data, conflicting evidence and unknown dictionary values."
CDS700-R076,CDS-700,MUST,Evaluation results MUST be associated with the exact workflow version.
CDS700-R077,CDS-700,SHOULD,"Production workflows SHOULD be re-evaluated after material model, prompt, schema, dictionary or source changes."
CDS700-R078,CDS-700,SHOULD,"The implementation SHOULD monitor changes in acceptance rate, correction rate, unknown-value rate, content violations and downstream mismatch rate."
CDS700-R079,CDS-700,MUST,A significant regression MUST be able to pause or roll back the affected workflow.
CDS700-R080,CDS-700,MUST NOT,Previously accepted canonical values MUST NOT be silently regenerated merely because a model version changed.
CDS700-R081,CDS-700,MUST+SHOULD+MAY,"Monitoring obligations MUST scale with the declared autonomy level of a workflow: segmented monitoring that distinguishes AI-originated from human-originated values MUST apply to A3 and A4 workflows, SHOULD apply to A2 workflows, and MAY be limited to volume and sampled quality checks for A1. Operational monitoring mechanics are defined in CDS-1400, which cites this rule for its AI segmentation re"
CDS700-R082,CDS-700,MUST+SHOULD,Each AI workflow definition MUST declare the data classes it may receive as input; supplying data outside the declared classes is non-conformant. Declared inputs SHOULD be the minimum necessary for the task.
CDS700-R083,CDS-700,MUST NOT,Secrets and credentials MUST NOT be included in model input. This prohibition admits no policy exception.
CDS700-R084,CDS-700,MUST NOT,"Private customer data MUST NOT be included in model input unless a declared data-handling policy explicitly permits it and states the safeguards applied (such as minimisation, masking or pseudonymisation, retention limits and access controls)."
CDS700-R085,CDS-700,MUST NOT+MUST,Tool permissions MUST be scoped to the workflow; read access MUST NOT imply write or publication access.
CDS700-R086,CDS-700,MUST,Logs and evidence records MUST follow retention and access-control policy.
CDS700-R087,CDS-700,MUST NOT+MUST,"An AI workflow MUST NOT infer regulated or rights-bearing claims — such as certifications, origin claims, sustainability claims, medical claims or legal warranties — from style, context or similar products. *Informative note:* which claim categories are regulated, and how, is jurisdiction-dependent; the categories named here are examples, and organisations MUST rely on their declared claim policie"
CDS700-R088,CDS-700,MUST NOT,Generated content MUST NOT reproduce supplier or third-party content beyond the rights the organisation holds to use it.
CDS700-R089,CDS-700,SHOULD,Generated content SHOULD avoid close stylistic imitation of identifiable third-party content even where reproduction rights are not directly at issue.
CDS700-R090,CDS-700,MUST,Brand and trademark wording MUST follow approved source and brand policy.
CDS700-R091,CDS-700,SHOULD,Restricted or regulated categories SHOULD use specialist review profiles and narrower autonomy levels.
CDS700-R092,CDS-700,MUST NOT+MUST,Retries MUST be bounded and MUST NOT conceal repeated failure.
CDS700-R093,CDS-700,MUST,"A fallback model or workflow MUST meet the same schema, evidence and evaluation requirements as the primary."
CDS700-R094,CDS-700,MUST,Each agent or tool MUST have a declared role and least-privilege permission set.
CDS700-R095,CDS-700,MUST,The orchestrator MUST preserve task lineage across delegated steps.
CDS700-R096,CDS-700,MUST NOT,An agent MUST NOT grant itself broader authority based on its own confidence or task interpretation.
CDS700-R097,CDS-700,SHOULD,A human-readable workflow name and state SHOULD be visible to operators.
CDS700-R098,CDS-700,MUST NOT,AI workflows MUST NOT bypass CDS-500 expected channel state and publication preflight.
CDS700-R099,CDS-700,MUST,AI-generated channel overrides MUST be visibly channel-specific and independently reviewable.
CDS700-R100,CDS-700,MAY,"Direct AI publication MAY be used only under A4 for an explicitly approved, low-risk workflow with rollback and downstream verification."
CDS700-R101,CDS-700,SHOULD,"Price, inventory, legal status and safety-critical changes SHOULD remain outside direct AI publication unless governed by a specialist standard and deterministic controls."
CDS700-R102,CDS-700,MUST,An accepted AI value MUST be included in ordinary CDS-500 field-level verification when published.
CDS700-R103,CDS-700,MUST,"Before a downstream mismatch involving AI-originated content is dispositioned as an AI-content defect, its triage record MUST evidence that mapping, transformation and channel behaviour were checked and excluded."
CDS700-R104,CDS-700,MAY,AI MAY assist with anomaly triage; repair actions remain governed by field ownership and CDS-500 policy.
